InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,SalesAmount,InvoiceMonth,IsReturn
576274,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2011-11-14 14:24:00,2.95,17793.0,United Kingdom,23.6,2011-11,False
558682,22422,TOOTHPASTE TUBE PEN,4,2011-07-01 11:20:00,1.25,,United Kingdom,5.0,2011-07,False
576303,22139,RETROSPOT TEA SET CERAMIC 11 PC,4,2011-11-14 14:51:00,4.95,15532.0,United Kingdom,19.8,2011-11,False
551519,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2011-05-01 11:50:00,1.25,14304.0,United Kingdom,30.0,2011-05,False
572066,22110,BIRD HOUSE HOT WATER BOTTLE,6,2011-10-20 13:07:00,2.55,15159.0,United Kingdom,15.299999999999999,2011-10,False
540278,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-01-06 12:31:00,1.69,15719.0,United Kingdom,13.52,2011-01,False
537393,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,2010-12-06 13:59:00,3.45,13089.0,United Kingdom,82.80000000000001,2010-12,False
545653,84978,HANGING HEART JAR T-LIGHT HOLDER,36,2011-03-04 13:39:00,1.06,15311.0,United Kingdom,38.160000000000004,2011-03,False
575587,22074,6 RIBBONS SHIMMERING PINKS,3,2011-11-10 12:01:00,1.65,17461.0,United Kingdom,4.949999999999999,2011-11,False
541423,22384,LUNCH BAG PINK POLKADOT,1,2011-01-17 17:54:00,4.13,,United Kingdom,4.13,2011-01,False
554992,16161P,WRAP ENGLISH ROSE,25,2011-05-29 14:08:00,0.42,16686.0,United Kingdom,10.5,2011-05,False
579179,79321,CHILLI LIGHTS,2,2011-11-28 15:02:00,5.75,17237.0,United Kingdom,11.5,2011-11,False
545568,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-03-03 16:22:00,2.46,,United Kingdom,4.92,2011-03,False
581492,90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,2,2011-12-09 10:03:00,1.65,,United Kingdom,3.3,2011-12,False
562553,22379,RECYCLING BAG RETROSPOT,3,2011-08-05 16:34:00,4.13,,United Kingdom,12.39,2011-08,False
559499,20719,WOODLAND CHARLOTTE BAG,21,2011-07-08 14:22:00,2.46,,United Kingdom,51.66,2011-07,False
565438,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-09-04 13:56:00,2.08,17229.0,United Kingdom,20.8,2011-09,False
576618,23077,DOUGHNUT LIP GLOSS,1,2011-11-15 17:00:00,2.46,,United Kingdom,2.46,2011-11,False
562024,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-08-01 16:07:00,2.46,,United Kingdom,4.92,2011-08,False
581141,21544,SKULLS  WATER TRANSFER TATTOOS,12,2011-12-07 13:35:00,0.85,14132.0,United Kingdom,10.2,2011-12,False
580404,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,2011-12-04 12:01:00,4.15,13596.0,United Kingdom,24.900000000000002,2011-12,False
547046,85027L,FRENCH CHATEAU LARGE PLATTER,6,2011-03-20 11:43:00,1.95,13725.0,United Kingdom,11.7,2011-03,False
568066,23251,VINTAGE RED ENAMEL TRIM MUG,1,2011-09-23 13:48:00,1.25,14529.0,United Kingdom,1.25,2011-09,False
563349,84692,BOX OF 24 COCKTAIL PARASOLS,1,2011-08-15 13:51:00,0.42,14623.0,United Kingdom,0.42,2011-08,False
541827,21155,RED RETROSPOT PEG BAG,1,2011-01-21 17:05:00,4.13,,United Kingdom,4.13,2011-01,False
555125,22383,LUNCH BAG SUKI DESIGN,10,2011-05-31 15:26:00,1.65,13481.0,United Kingdom,16.5,2011-05,False
551997,85093,CANDY SPOT EGG WARMER HARE,2,2011-05-05 15:47:00,0.83,,United Kingdom,1.66,2011-05,False
554348,48187,DOORMAT NEW ENGLAND,2,2011-05-24 08:49:00,7.95,13523.0,United Kingdom,15.9,2011-05,False
578270,22653,BUTTON BOX,4,2011-11-23 13:39:00,1.63,14096.0,United Kingdom,6.52,2011-11,False
573116,23131,MISTLETOE HEART WREATH CREAM,2,2011-10-27 15:49:00,4.15,14525.0,United Kingdom,8.3,2011-10,False
579741,23571,TRADITIONAL NAUGHTS & CROSSES,1,2011-11-30 14:33:00,1.65,16910.0,United Kingdom,1.65,2011-11,False
575899,23296,SET OF 6 TEA TIME BAKING CASES,8,2011-11-11 15:13:00,1.25,16133.0,United Kingdom,10.0,2011-11,False
539434,22112,CHOCOLATE HOT WATER BOTTLE,4,2010-12-17 14:41:00,11.02,,United Kingdom,44.08,2010-12,False
C556297,23110,PARISIENNE KEY CABINET,-2,2011-06-10 09:55:00,5.75,15609.0,United Kingdom,-11.5,2011-06,True
562353,23209,LUNCH BAG DOILEY PATTERN,20,2011-08-04 13:15:00,1.65,16180.0,United Kingdom,33.0,2011-08,False
541987,20685,DOORMAT RED RETROSPOT,2,2011-01-24 16:05:00,7.95,14130.0,United Kingdom,15.9,2011-01,False
579414,22360,GLASS JAR ENGLISH CONFECTIONERY,1,2011-11-29 12:52:00,2.95,14719.0,United Kingdom,2.95,2011-11,False
556812,22223,CAKE PLATE LOVEBIRD PINK,30,2011-06-14 17:25:00,9.96,,United Kingdom,298.8,2011-06,False
568154,22338,STAR DECORATION PAINTED ZINC,12,2011-09-25 12:06:00,0.19,13787.0,United Kingdom,2.2800000000000002,2011-09,False
564976,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2,2011-08-31 15:49:00,1.65,17315.0,United Kingdom,3.3,2011-08,False
548153,21704,BAG 250g SWIRLY MARBLES,72,2011-03-29 13:05:00,0.72,15129.0,United Kingdom,51.839999999999996,2011-03,False
566582,22621,TRADITIONAL KNITTING NANCY,12,2011-09-13 13:49:00,1.65,13384.0,United Kingdom,19.799999999999997,2011-09,False
570830,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,3,2011-10-12 13:20:00,4.65,14852.0,United Kingdom,13.950000000000001,2011-10,False
571654,85035C,ROSE 3 WICK MORRIS BOX CANDLE,1,2011-10-18 12:17:00,1.25,18118.0,United Kingdom,1.25,2011-10,False
539595,22081,RIBBON REEL FLORA + FAUNA,1,2010-12-20 13:43:00,3.36,,United Kingdom,3.36,2010-12,False
548169,21213,PACK OF 72 SKULL CAKE CASES,72,2011-03-29 13:48:00,0.55,14680.0,United Kingdom,39.6,2011-03,False
578036,22553,PLASTERS IN TIN SKULLS,2,2011-11-22 14:04:00,1.65,16474.0,United Kingdom,3.3,2011-11,False
571101,23201,JUMBO BAG ALPHABET,20,2011-10-13 15:49:00,2.08,16570.0,United Kingdom,41.6,2011-10,False
545872,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2011-03-07 14:51:00,0.42,15752.0,United Kingdom,3.36,2011-03,False
576617,90208,PAIR OF PINK FLOWER CLUSTER SLIDE,1,2011-11-15 16:57:00,2.48,,United Kingdom,2.48,2011-11,False
536381,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2010-12-01 09:41:00,2.95,15311.0,United Kingdom,11.8,2010-12,False
566200,20974,12 PENCILS SMALL TUBE SKULL,1,2011-09-09 14:14:00,0.65,16910.0,United Kingdom,0.65,2011-09,False
540387,16237,SLEEPING CAT ERASERS,30,2011-01-06 17:58:00,0.21,16306.0,United Kingdom,6.3,2011-01,False
566821,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-09-15 11:33:00,2.95,14227.0,United Kingdom,17.700000000000003,2011-09,False
558620,82494L,WOODEN FRAME ANTIQUE WHITE,1,2011-06-30 16:39:00,2.95,15584.0,United Kingdom,2.95,2011-06,False
576364,22087,PAPER BUNTING WHITE LACE,4,2011-11-14 17:40:00,2.95,15009.0,United Kingdom,11.8,2011-11,False
576689,22382,LUNCH BAG SPACEBOY DESIGN,1,2011-11-16 12:18:00,1.65,16657.0,United Kingdom,1.65,2011-11,False
560225,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,1,2011-07-15 16:27:00,24.96,,United Kingdom,24.96,2011-07,False
557645,85088,CANDY SPOT HAND BAG,1,2011-06-21 17:08:00,4.13,,United Kingdom,4.13,2011-06,False
569700,84616,SILVER ROCCOCO CHANDELIER,1,2011-10-05 15:56:00,58.29,,United Kingdom,58.29,2011-10,False
577729,21544,SKULLS  WATER TRANSFER TATTOOS,12,2011-11-21 12:53:00,0.85,15179.0,United Kingdom,10.2,2011-11,False
546739,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,2011-03-16 12:12:00,6.75,17511.0,United Kingdom,81.0,2011-03,False
572224,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,2011-10-21 13:46:00,2.55,16558.0,United Kingdom,102.0,2011-10,False
556095,22418,10 COLOUR SPACEBOY PEN,1,2011-06-08 15:27:00,2.46,,United Kingdom,2.46,2011-06,False
568104,22597,MUSICAL ZINC HEART DECORATION,20,2011-09-23 15:50:00,0.29,16485.0,United Kingdom,5.8,2011-09,False
571714,90214O,"LETTER ""O"" BLING KEY RING",1,2011-10-18 17:00:00,0.83,,United Kingdom,0.83,2011-10,False
574714,21790,VINTAGE SNAP CARDS,3,2011-11-06 14:29:00,0.85,15427.0,United Kingdom,2.55,2011-11,False
555485,21217,RED RETROSPOT ROUND CAKE TINS,2,2011-06-03 12:39:00,9.95,17722.0,United Kingdom,19.9,2011-06,False
574561,22961,JAM MAKING SET PRINTED,2,2011-11-04 15:52:00,3.29,,United Kingdom,6.58,2011-11,False
543454,47566,PARTY BUNTING,2,2011-02-08 12:20:00,4.95,14527.0,United Kingdom,9.9,2011-02,False
577859,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-11-22 11:24:00,4.95,14534.0,United Kingdom,9.9,2011-11,False
547224,22710,WRAP I LOVE LONDON,25,2011-03-21 15:15:00,0.42,,United Kingdom,10.5,2011-03,False
552894,85129B,BEADED CRYSTAL HEART GREEN SMALL,1,2011-05-12 10:53:00,1.25,14606.0,United Kingdom,1.25,2011-05,False
553504,22083,PAPER CHAIN KIT RETROSPOT,6,2011-05-17 13:26:00,2.95,13310.0,United Kingdom,17.700000000000003,2011-05,False
573601,22083,PAPER CHAIN KIT RETROSPOT,1,2011-10-31 15:24:00,6.63,,United Kingdom,6.63,2011-10,False
542344,35810B,ENAMEL BLUE RIM COFFEE CONTAINER,1,2011-01-27 11:30:00,4.13,,United Kingdom,4.13,2011-01,False
543754,22193,RED DINER WALL CLOCK,2,2011-02-11 14:26:00,8.5,18159.0,United Kingdom,17.0,2011-02,False
566781,23439,HAND WARMER RED LOVE HEART,12,2011-09-15 10:11:00,2.1,17333.0,United Kingdom,25.200000000000003,2011-09,False
570258,21169,YOU'RE CONFUSING ME METAL SIGN,1,2011-10-10 09:56:00,4.13,,United Kingdom,4.13,2011-10,False
571040,21876,POTTERING MUG,6,2011-10-13 12:59:00,1.65,15272.0,United Kingdom,9.899999999999999,2011-10,False
572655,23083,SET 6 PAPER TABLE LANTERN STARS,24,2011-10-25 12:20:00,3.75,16708.0,United Kingdom,90.0,2011-10,False
581013,23498,CLASSIC BICYCLE CLIPS,24,2011-12-07 09:32:00,1.45,17017.0,United Kingdom,34.8,2011-12,False
539434,22874,NUMBER TILE COTTAGE GARDEN 6,1,2010-12-17 14:41:00,4.21,,United Kingdom,4.21,2010-12,False
556199,21221,SET/4 BADGES CUTE CREATURES,10,2011-06-09 12:40:00,1.25,16170.0,United Kingdom,12.5,2011-06,False
569846,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-10-06 13:42:00,4.95,13422.0,United Kingdom,19.8,2011-10,False
548696,85205B,PINK FELT EASTER RABBIT GARLAND,17,2011-04-03 10:10:00,2.55,17243.0,United Kingdom,43.349999999999994,2011-04,False
570210,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,1,2011-10-09 10:48:00,4.95,13259.0,United Kingdom,4.95,2011-10,False
557954,23112,PARISIENNE CURIO CABINET,1,2011-06-23 18:44:00,7.5,15023.0,United Kingdom,7.5,2011-06,False
566495,22715,CARD WEDDING DAY,12,2011-09-13 11:14:00,0.42,15529.0,United Kingdom,5.04,2011-09,False
564643,21899,GARAGE KEY FOB,3,2011-08-26 13:25:00,0.65,15356.0,United Kingdom,1.9500000000000002,2011-08,False
556474,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,2011-06-12 12:01:00,8.95,16007.0,United Kingdom,8.95,2011-06,False
567901,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2,2011-09-22 16:28:00,0.83,,United Kingdom,1.66,2011-09,False
580662,35953,FOLKART STAR CHRISTMAS DECORATIONS,48,2011-12-05 13:58:00,0.39,15856.0,United Kingdom,18.72,2011-12,False
574893,22940,FELTCRAFT CHRISTMAS FAIRY,1,2011-11-07 14:40:00,4.25,18036.0,United Kingdom,4.25,2011-11,False
560926,21090,SET/6 COLLAGE PAPER PLATES,13,2011-07-22 09:20:00,0.83,,United Kingdom,10.79,2011-07,False
549586,22328,ROUND SNACK BOXES SET OF 4 FRUITS,1,2011-04-11 10:00:00,4.13,,United Kingdom,4.13,2011-04,False
573875,16161G,WRAP BAD HAIR DAY,25,2011-11-01 12:47:00,0.1,15018.0,United Kingdom,2.5,2011-11,False
540953,22521,CHILDS GARDEN TROWEL PINK,1,2011-01-12 13:16:00,0.85,14587.0,United Kingdom,0.85,2011-01,False
537823,21726,MULTI HEARTS  STICKERS,1,2010-12-08 14:25:00,1.66,,United Kingdom,1.66,2010-12,False
555276,21242,RED RETROSPOT PLATE,2,2011-06-01 17:28:00,3.29,,United Kingdom,6.58,2011-06,False
537666,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2010-12-07 18:36:00,1.28,,United Kingdom,2.56,2010-12,False
559163,20768,GREEN FERN JOURNAL,1,2011-07-06 16:33:00,2.46,,United Kingdom,2.46,2011-07,False
580983,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,2,2011-12-06 16:26:00,4.13,,United Kingdom,8.26,2011-12,False
577768,22808,SET OF 6 T-LIGHTS EASTER CHICKS,1,2011-11-21 15:18:00,5.79,,United Kingdom,5.79,2011-11,False
540539,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-01-09 14:42:00,2.95,18260.0,United Kingdom,35.400000000000006,2011-01,False
551840,48184,DOORMAT ENGLISH ROSE,10,2011-05-04 13:36:00,6.75,15144.0,United Kingdom,67.5,2011-05,False
575610,23214,JINGLE BELL HEART ANTIQUE GOLD,12,2011-11-10 12:45:00,2.08,16628.0,United Kingdom,24.96,2011-11,False
558085,20749,ASSORTED COLOUR MINI CASES,2,2011-06-26 11:53:00,7.95,13021.0,United Kingdom,15.9,2011-06,False
561879,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-07-31 12:43:00,0.55,13722.0,United Kingdom,13.200000000000001,2011-07,False
539647,21877,HOME SWEET HOME MUG,1,2010-12-20 16:08:00,1.25,15460.0,United Kingdom,1.25,2010-12,False
547069,22211,WOOD STAMP SET FLOWERS,3,2011-03-20 13:52:00,1.65,16710.0,United Kingdom,4.949999999999999,2011-03,False
568139,22780,LIGHT GARLAND BUTTERFILES PINK,4,2011-09-25 10:46:00,4.25,13083.0,United Kingdom,17.0,2011-09,False
554933,84987,SET OF 36 TEATIME PAPER DOILIES,3,2011-05-27 13:26:00,1.45,13232.0,United Kingdom,4.35,2011-05,False
558837,DOT,DOTCOM POSTAGE,1,2011-07-04 11:58:00,117.63,,United Kingdom,117.63,2011-07,False
570796,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-10-12 12:19:00,2.95,16241.0,United Kingdom,5.9,2011-10,False
547967,85176,SEWING SUSAN 21 NEEDLE SET,1,2011-03-28 15:49:00,1.63,,United Kingdom,1.63,2011-03,False
565919,23198,PANTRY MAGNETIC  SHOPPING LIST,3,2011-09-07 16:48:00,3.29,,United Kingdom,9.870000000000001,2011-09,False
572298,23556,LANDMARK FRAME COVENT GARDEN,3,2011-10-23 14:33:00,12.5,14071.0,United Kingdom,37.5,2011-10,False
577594,15056N,EDWARDIAN PARASOL NATURAL,2,2011-11-20 16:07:00,5.95,13142.0,United Kingdom,11.9,2011-11,False
559163,23265,SET OF 3 WOODEN TREE DECORATIONS,1,2011-07-06 16:33:00,2.46,,United Kingdom,2.46,2011-07,False
551547,47559b,TEA TIME OVEN GLOVE,1,2011-05-03 09:44:00,3.29,,United Kingdom,3.29,2011-05,False
543013,22681,FRENCH BLUE METAL DOOR SIGN 6,1,2011-02-02 13:35:00,2.46,,United Kingdom,2.46,2011-02,False
574949,23583,LUNCH BAG PAISLEY PARK,10,2011-11-08 09:12:00,1.65,14360.0,United Kingdom,16.5,2011-11,False
550447,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-04-18 12:36:00,6.35,16033.0,United Kingdom,12.7,2011-04,False
570488,21739,COSY SLIPPER SHOES SMALL GREEN,2,2011-10-10 17:12:00,2.46,14096.0,United Kingdom,4.92,2011-10,False
577358,20982,12 PENCILS TALL TUBE SKULLS,5,2011-11-18 15:59:00,1.63,,United Kingdom,8.149999999999999,2011-11,False
551882,22423,REGENCY CAKESTAND 3 TIER,1,2011-05-05 09:13:00,12.75,13873.0,United Kingdom,12.75,2011-05,False
558119,22680,FRENCH BLUE METAL DOOR SIGN 5,1,2011-06-27 09:12:00,2.46,,United Kingdom,2.46,2011-06,False
551810,84991,60 TEATIME FAIRY CAKE CASES,6,2011-05-04 11:32:00,0.55,15719.0,United Kingdom,3.3000000000000003,2011-05,False
557502,84849A,HELLO SAILOR BLUE SOAP HOLDER,1,2011-06-20 15:32:00,3.29,,United Kingdom,3.29,2011-06,False
540701,22294,HEART FILIGREE DOVE  SMALL,24,2011-01-11 09:48:00,1.25,15640.0,United Kingdom,30.0,2011-01,False
558475,22497,SET OF 2 TINS VINTAGE BATHROOM,1,2011-06-29 15:58:00,8.29,,United Kingdom,8.29,2011-06,False
578687,22621,TRADITIONAL KNITTING NANCY,12,2011-11-25 09:23:00,1.65,14703.0,United Kingdom,19.799999999999997,2011-11,False
568719,22076,6 RIBBONS EMPIRE,3,2011-09-28 16:19:00,1.25,,United Kingdom,3.75,2011-09,False
559923,21933,PINK VINTAGE PAISLEY PICNIC BAG,3,2011-07-13 16:07:00,2.46,,United Kingdom,7.38,2011-07,False
557221,23337,EGG FRYING PAN MINT,1,2011-06-17 13:01:00,2.08,16869.0,United Kingdom,2.08,2011-06,False
542355,48187,DOORMAT NEW ENGLAND,10,2011-01-27 12:23:00,6.75,14970.0,United Kingdom,67.5,2011-01,False
537823,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2010-12-08 14:25:00,4.21,,United Kingdom,4.21,2010-12,False
542631,22930,BAKING MOULD HEART MILK CHOCOLATE,4,2011-01-31 10:09:00,2.55,12841.0,United Kingdom,10.2,2011-01,False
554552,23202,JUMBO BAG VINTAGE LEAF,200,2011-05-25 09:58:00,1.79,13694.0,United Kingdom,358.0,2011-05,False
554814,22382,LUNCH BAG SPACEBOY DESIGN,10,2011-05-26 13:34:00,1.65,16609.0,United Kingdom,16.5,2011-05,False
552493,22729,ALARM CLOCK BAKELIKE ORANGE,1,2011-05-09 16:21:00,7.46,,United Kingdom,7.46,2011-05,False
541421,85131B,BEADED CRYSTAL HEART GREEN ON STICK,27,2011-01-17 17:44:00,0.83,,United Kingdom,22.41,2011-01,False
579777,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-11-30 15:13:00,8.29,,United Kingdom,8.29,2011-11,False
558501,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-06-30 10:19:00,2.95,13871.0,United Kingdom,23.6,2011-06,False
577403,23203,JUMBO BAG VINTAGE DOILY,10,2011-11-20 10:15:00,2.08,13988.0,United Kingdom,20.8,2011-11,False
544153,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2011-02-16 12:11:00,5.45,15356.0,United Kingdom,5.45,2011-02,False
538566,22371,AIRLINE BAG VINTAGE TOKYO 78,3,2010-12-13 11:21:00,8.47,,United Kingdom,25.410000000000004,2010-12,False
574298,21934,SKULL SHOULDER BAG,3,2011-11-03 15:56:00,1.63,,United Kingdom,4.89,2011-11,False
564489,20728,LUNCH BAG CARS BLUE,10,2011-08-25 14:13:00,1.65,15950.0,United Kingdom,16.5,2011-08,False
558540,22189,CREAM HEART CARD HOLDER,6,2011-06-30 12:15:00,3.95,17706.0,United Kingdom,23.700000000000003,2011-06,False
566602,22227,HANGING HEART MIRROR DECORATION,1,2011-09-13 16:05:00,1.25,,United Kingdom,1.25,2011-09,False
559338,21577,SAVE THE PLANET COTTON TOTE BAG,1,2011-07-07 16:30:00,1.63,,United Kingdom,1.63,2011-07,False
570488,22666,RECIPE BOX PANTRY YELLOW DESIGN,5,2011-10-10 17:12:00,5.79,14096.0,United Kingdom,28.95,2011-10,False
541423,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,2011-01-17 17:54:00,2.46,,United Kingdom,2.46,2011-01,False
561513,21215,IVORY PAPER CUP CAKE CASES,1,2011-07-27 15:12:00,1.25,,United Kingdom,1.25,2011-07,False
564820,23209,LUNCH BAG VINTAGE DOILY,1,2011-08-30 12:16:00,4.13,,United Kingdom,4.13,2011-08,False
551665,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,2011-05-03 12:35:00,4.15,17442.0,United Kingdom,16.6,2011-05,False
542002,22385,JUMBO BAG SPACEBOY DESIGN,20,2011-01-25 10:57:00,1.65,14298.0,United Kingdom,33.0,2011-01,False
565129,23201,JUMBO BAG ALPHABET,2,2011-09-01 12:41:00,2.08,15719.0,United Kingdom,4.16,2011-09,False
540703,22417,PACK OF 60 SPACEBOY CAKE CASES,120,2011-01-11 09:58:00,0.42,14135.0,United Kingdom,50.4,2011-01,False
574965,22491,PACK OF 12 COLOURED PENCILS,2,2011-11-08 10:44:00,0.85,17964.0,United Kingdom,1.7,2011-11,False
580610,22900,SET 2 TEA TOWELS I LOVE LONDON,3,2011-12-05 11:48:00,4.13,,United Kingdom,12.39,2011-12,False
576644,22366,DOORMAT AIRMAIL,1,2011-11-16 10:01:00,14.13,,United Kingdom,14.13,2011-11,False
554083,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-05-22 11:51:00,1.25,18125.0,United Kingdom,1.25,2011-05,False
543015,22385,JUMBO BAG SPACEBOY DESIGN,20,2011-02-02 13:46:00,1.95,14188.0,United Kingdom,39.0,2011-02,False
538942,85169A,IVORY LOVE BIRD CANDLE,24,2010-12-15 11:14:00,0.42,17346.0,United Kingdom,10.08,2010-12,False
537896,21143,ANTIQUE GLASS HEART DECORATION,12,2010-12-09 10:33:00,1.95,18071.0,United Kingdom,23.4,2010-12,False
568411,22663,JUMBO BAG DOLLY GIRL DESIGN,2,2011-09-27 10:52:00,4.13,,United Kingdom,8.26,2011-09,False
560240,21469,POLKA DOT RAFFIA FOOD COVER,6,2011-07-17 11:59:00,3.75,15716.0,United Kingdom,22.5,2011-07,False
572889,23233,WRAP POPPIES  DESIGN,25,2011-10-26 13:56:00,0.42,12748.0,United Kingdom,10.5,2011-10,False
541103,20772,GARDEN PATH JOURNAL,6,2011-01-13 14:24:00,2.55,14215.0,United Kingdom,15.299999999999999,2011-01,False
570275,23207,LUNCH BAG ALPHABET DESIGN,20,2011-10-10 10:57:00,1.65,13098.0,United Kingdom,33.0,2011-10,False
567183,22348,TEA BAG PLATE RED RETROSPOT,10,2011-09-18 15:33:00,0.85,14769.0,United Kingdom,8.5,2011-09,False
556671,79321,CHILLI LIGHTS,1,2011-06-13 16:33:00,5.75,17841.0,United Kingdom,5.75,2011-06,False
579187,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,40,2011-11-28 15:31:00,0.83,,United Kingdom,33.199999999999996,2011-11,False
579497,21905,MORE BUTTER METAL SIGN,3,2011-11-29 15:39:00,0.79,14349.0,United Kingdom,2.37,2011-11,False
577532,35638B,PINK/BLUE STRING CURTAIN,1,2011-11-20 14:01:00,1.95,16666.0,United Kingdom,1.95,2011-11,False
C570122,21231,SWEETHEART CERAMIC TRINKET BOX,-1,2011-10-07 12:58:00,1.25,15874.0,United Kingdom,-1.25,2011-10,True
547819,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2011-03-25 14:45:00,12.75,12748.0,United Kingdom,12.75,2011-03,False
542895,22894,TABLECLOTH RED APPLES DESIGN,1,2011-02-01 13:47:00,8.5,14549.0,United Kingdom,8.5,2011-02,False
577475,23567,EGG CUP HENRIETTA HEN PINK,12,2011-11-20 11:30:00,1.25,15152.0,United Kingdom,15.0,2011-11,False
569372,23169,CLASSIC GLASS COOKIE JAR,6,2011-10-03 16:04:00,8.29,,United Kingdom,49.739999999999995,2011-10,False
568719,23370,SET 36 COLOURING PENCILS DOILY,1,2011-09-28 16:19:00,2.46,,United Kingdom,2.46,2011-09,False
544662,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-02-22 14:10:00,2.95,12845.0,United Kingdom,2.95,2011-02,False
553035,21164,HOME SWEET HOME METAL SIGN,1,2011-05-12 20:13:00,2.95,17337.0,United Kingdom,2.95,2011-05,False
560828,84944,SET OF 6 KASHMIR FOLKART BAUBLES,12,2011-07-21 11:55:00,1.65,14298.0,United Kingdom,19.799999999999997,2011-07,False
580673,47566,PARTY BUNTING,12,2011-12-05 14:30:00,4.95,13089.0,United Kingdom,59.400000000000006,2011-12,False
537207,84692,BOX OF 24 COCKTAIL PARASOLS,1,2010-12-05 15:06:00,0.42,17402.0,United Kingdom,0.42,2010-12,False
539415,22972,CHILDREN'S SPACEBOY MUG,12,2010-12-17 13:49:00,1.65,15204.0,United Kingdom,19.799999999999997,2010-12,False
547019,79321,CHILLI LIGHTS,4,2011-03-18 14:54:00,5.75,17841.0,United Kingdom,23.0,2011-03,False
572182,23438,RED SPOT GIFT BAG LARGE,12,2011-10-21 10:32:00,1.25,13588.0,United Kingdom,15.0,2011-10,False
578307,84987,SET OF 36 TEATIME PAPER DOILIES,2,2011-11-23 15:53:00,1.45,17290.0,United Kingdom,2.9,2011-11,False
538722,22660,DOORMAT I LOVE LONDON,3,2010-12-14 11:12:00,7.95,17975.0,United Kingdom,23.85,2010-12,False
550500,90087,CRYSTAL SEA HORSE PHONE CHARM,1,2011-04-18 15:26:00,1.63,,United Kingdom,1.63,2011-04,False
557208,23122,PARTY CHARMS 50 PIECES,12,2011-06-17 11:38:00,0.83,16172.0,United Kingdom,9.959999999999999,2011-06,False
551174,17003,BROCADE RING PURSE,1,2011-04-26 17:02:00,0.63,,United Kingdom,0.63,2011-04,False
551548,22219,LOVEBIRD HANGING DECORATION WHITE,12,2011-05-03 09:44:00,0.85,14149.0,United Kingdom,10.2,2011-05,False
572882,23302,KNEELING MAT HOUSEWORK  DESIGN,12,2011-10-26 13:36:00,1.65,18226.0,United Kingdom,19.799999999999997,2011-10,False
554151,22491,PACK OF 12 COLOURED PENCILS,12,2011-05-23 11:07:00,0.85,14049.0,United Kingdom,10.2,2011-05,False
539225,21733,RED HANGING HEART T-LIGHT HOLDER,24,2010-12-16 13:02:00,2.95,15379.0,United Kingdom,70.80000000000001,2010-12,False
556023,23182,TOILET SIGN OCCUPIED OR VACANT,4,2011-06-08 12:21:00,0.83,14527.0,United Kingdom,3.32,2011-06,False
560552,20711,JUMBO BAG TOYS,1,2011-07-19 12:54:00,2.08,15311.0,United Kingdom,2.08,2011-07,False
576098,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,20,2011-11-14 10:01:00,0.79,14862.0,United Kingdom,15.8,2011-11,False
559342,84795B,SUNSET CHECK HAMMOCK,2,2011-07-07 16:59:00,7.95,14493.0,United Kingdom,15.9,2011-07,False
552857,21882,SKULLS TAPE,3,2011-05-11 15:34:00,1.63,,United Kingdom,4.89,2011-05,False
